Your initials,Title of document,Publisher,Major authors,Literature type,Document type,Date of publication,Source reliability,Saved into Mendeley?,Country,Category,Saiga species ,Start date,End date,Evidence relevance,Evidence reliability,Relative combined ISR score ,Trade legality ,Trade routes listed (use numbers),"Evidence of importer (use numbers, separated by a comma)","Evidence of exporter (use numbers, separated by a comma)",Type of product traded ,Mode of transportation to final destination,"Origins of product (e.g. captive bred, wild caught etc)",Reason for trade (code specified e.g. seized or confiscated?),"Evidence of stockpile management, or lack of stockpile management strategy ",Seizure information ,Hunter demography,Number of hunters,Supply-side market structure,Evidence for response to market sensitivity,National market size,International market size,Places of hunting,Parts of saiga hunted,Saiga conservation perceptions,Saiga trade perceptions,Reasons for hunting,Pattern of hunting within/across years,Method of hunting/raw product acquisition,Supply-side trade hotspots,Supply-side prices for products,Supply-end trade routes,Strength and/or presence of law enforcement initiatives,Ability/likelihood for hunters to evade law enforcement,Supply-end stockpile estimates or assessments,Approach to substitutes,Intermediary demography,Does this suggest that the intermediary and the poacher/hunter are the same people/person?,Number of intermediaries,Evidence for intermediary response to market sensitivity,Intermediary places of operation,Intermediary activities/specifics,Intermediary saiga trade perceptions,Intermediary reasons for participating,Intermediary pattern of activity,Intermediary trading hotspots/routes,Prices paid to/by intermediaries for products,Intermediary ability to evade law enforcement,Intermediary-directed strength and/or presence of law enforcement,Intermediary stockpile assessments,Vending format (in-person/online),Vendor quantities sold,Vendor evidence of response to market sensitivity,Vendor product type sold,Vendor demography,Does this suggest that the vendor and the poacher are the same people/person?,Number of vendors,Vendor perceptions on saiga and trade,Reasons for partaking as a vendor,Pattern of vendor activity within/across years,Vendor trading hotspots/routes,Prices paid to/by vendors for products,Vendor ability to evade law enforcement,Vendor-directed strength and presence of law enforcement,Vendor stockpile assessments/estimates,Vendor approach to substitutes,End-consumer demography,Does this suggest that the consumer and the poacher are the same people/person?,Types of product consumed,Consumer purchasing habits (inc. in-person/online),Evidence of consumer demand influencing markets,Number/proportion of consumers,Consumer places of purchase (specific),Consumer places of purchase (generic),Consumer perception on saiga conservation,Consumer perceptions on saiga trade,Reasons for consuming,Pattern and/or frequency of consumer activity,Prices paid for products by consumers,Consumer ability to evade law enforcement,Consumer strength and presence of law enforcement initiatives,Consumer stockpile information,End-market size,End-market trade routes/hotspots,Consumer approaches to substitutes,Consumer evidence of response to market sensitivity
HZC,Trade in Saiga Antelope Horns and Other Parts: an Overview of Recent Global Trade Trends and Conservation Aspects with a Focus on Market Demand in South-east Asia,CITES,"S. von Meibom, A. Vaisman, S. H. Leong, J. Ng, H. Xu",G,11,2006,3,TRUE,Uzbekistan,S,S. tatarica,1980,2006,2,3,0.666666667,Legal/Illegal,"6, 18","2, 4","4, 16",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HZC,Trade in Saiga Antelope Horns and Other Parts: an Overview of Recent Global Trade Trends and Conservation Aspects with a Focus on Market Demand in South-east Asia,CITES,"S. von Meibom, A. Vaisman, S. H. Leong, J. Ng, H. Xu",G,11,2006,3,TRUE,Russia,S,S. tatarica,1950,2003,1,3,0.333333333,Legal/Illegal,,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HZC,Trade in Saiga Antelope Horns and Other Parts: an Overview of Recent Global Trade Trends and Conservation Aspects with a Focus on Market Demand in South-east Asia,CITES,"S. von Meibom, A. Vaisman, S. H. Leong, J. Ng, H. Xu",G,11,2006,3,TRUE,Kazakhstan,S,S. tatarica,1954,2006,2,3,0.666666667,,18,2,4,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HZC,Trade in Saiga Antelope Horns and Other Parts: an Overview of Recent Global Trade Trends and Conservation Aspects with a Focus on Market Demand in South-east Asia,CITES,"S. von Meibom, A. Vaisman, S. H. Leong, J. Ng, H. Xu",G,11,2006,3,TRUE,International,S,S. tatarica,2000,2004,1,3,0.333333333,,"2, 6, 15, 16, 18, 23, 24, 25, 27, 32, 34, 35, 45, 48, 51, 52, 53, 54, 55, 56","2, 3, 4, 6, 10, 18, 19, 20","2, 3, 4, 6, 9, 10, 16, 18",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HZC,Trade in Saiga Antelope Horns and Other Parts: an Overview of Recent Global Trade Trends and Conservation Aspects with a Focus on Market Demand in South-east Asia,CITES,"S. von Meibom, A. Vaisman, S. H. Leong, J. Ng, H. Xu",G,11,2006,3,TRUE,China,S,S. tatarica,1990,2006,2,3,0.666666667,,"15, 16, 18, 19, 26, 35, 36, 40, 49, 68, 69","2, 3, 6, 8, 10, 18, 19, 24, 40","3, 4, 9, 10, 18, 24",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HZC,Trade in Saiga Antelope Horns and Other Parts: an Overview of Recent Global Trade Trends and Conservation Aspects with a Focus on Market Demand in South-east Asia,CITES,"S. von Meibom, A. Vaisman, S. H. Leong, J. Ng, H. Xu",G,11,2006,3,TRUE,China,S,S. tatarica,2005,2006,2,3,0.666666667,,,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
HZC,Trade in Saiga Antelope Horns and Other Parts: an Overview of Recent Global Trade Trends and Conservation Aspects with a Focus on Market Demand in South-east Asia,CITES,"S. von Meibom, A. Vaisman, S. H. Leong, J. Ng, H. Xu",G,11,2006,3,TRUE,China,S,S. tatarica,1994,1994,1,3,0.333333333,,,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HZC,Trade in Saiga Antelope Horns and Other Parts: an Overview of Recent Global Trade Trends and Conservation Aspects with a Focus on Market Demand in South-east Asia,CITES,"S. von Meibom, A. Vaisman, S. H. Leong, J. Ng, H. Xu",G,11,2006,3,TRUE,Singapore,P,S. tatarica,2006,2006,2,2,0.444444444,,"34, 67",10,"9, 39",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HZC,Trade in Saiga Antelope Horns and Other Parts: an Overview of Recent Global Trade Trends and Conservation Aspects with a Focus on Market Demand in South-east Asia,CITES,"S. von Meibom, A. Vaisman, S. H. Leong, J. Ng, H. Xu",G,11,2006,3,TRUE,Malaysia,P,S. tatarica,2006,2006,2,2,0.444444444,,"14, 17, 26, 63, 64, 65, 66",6,"2, 4, 7, 8, 9, 14, 38",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HZC,Trade in Saiga Antelope Horns and Other Parts: an Overview of Recent Global Trade Trends and Conservation Aspects with a Focus on Market Demand in South-east Asia,CITES,"S. von Meibom, A. Vaisman, S. H. Leong, J. Ng, H. Xu",G,11,2006,3,TRUE,International,S,S. tatarica,1995,2004,1,3,0.333333333,,"1, 15, 16, 36, 57, 58, 59, 60, 61, 62","2, 3, 6, 9, 10, 18, 22, 24, 26, 35, 36, 37","2, 3, 4, 6, 9, 10, 18",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HZC,An illegal saiga horn trade channel has been cut off in Kazakhstan,Saiga News,ANON,M,8,2019,2,TRUE,Kazakhstan,S,S. tatarica,2019,2019,3,2,0.444444444,,18,2,4,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HZC,Assessment of gaps and needs in migratory mammal conservation in Central Asia,CMS,"Maria Karlstetter, David Mallon",G,10,2014,3,TRUE,International,S,S. tatarica and S. borealis,2014,2014,3,3,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
